X,stat.Text,stat.label
4371,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4372,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4373,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4374,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4375,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4376,Maxine Waters is incompetent she needs to step down drainthesw Americast with PresidentTrump tYQIKold,negative
4377,UNLIKE obama PresidentTRUMP THE NEW CommanderInChief HAS GIVEN THE SAILORS STANDING BEHIND HIM REASON TO BE PROUD,positive
4378,PresidentTrump TrumpRally Louisville Ky Rally Mar CTH Thread,negative
4379,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4380,Get out the broom PresidentTrumpJudicial Watch Confirms Hillary Clinton Was Targeted By A Grand JuryTYFr,positive
4381,kimjun targets vegasNYC DC miami LosAngeles Hollywood Detroit,neutral
4382,I Made My PromiseKeep My Promise,neutral
4383,Trump says Major Major Conflict Possible With North Korea As Diplomacy Falters NorthKorea PresidentTrump NTEB ht,neutral
4384,I Made My PromiseKeep My Promise,neutral
4385,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4386,PresidentTrump please repair the WhiteHouseLogo by replacing Obamas WhiteFlagOfSurrender with the STARSandSTRIPES,neutral
4387,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4388,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4389,There is only ONE president of the United States of America and his name is DONALD J TRUMP MAGA PresidentTrump http,positive
4390,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4391,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4392,The main problem with the Borderwall is that it worksthats what its opponents fearPresidentTrump Bui,negative
4393,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4394,The left ever since PresidentTrump won in one videosundaymotivation MAGA kdHHjS,positive
4395,The foot has been effectively put down PresidentTrump,positive
4396,Get out the broom PresidentTrumpJudicial Watch Confirms Hillary Clinton Was Targeted By A Grand JuryTYFr,positive
4397,Thank you PresidentTrump for all you are doing,positive
4398,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4399,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4400,We Will FightAmericanWorkers Jobs,neutral
4401,Dear God,positive
4402,Get out the broom PresidentTrumpJudicial Watch Confirms Hillary Clinton Was Targeted By A Grand JuryTYFr,positive
4403,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4404,Thank you PresidentTrump for all you are doing,positive
4405,There is only ONE president of the United States of America and his name is DONALD J TRUMP MAGA PresidentTrump http,positive
4406,Thank you PresidentTrump for all you are doing,positive
4407,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4408,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4409,About damn time,negative
4410,Thank you PresidentTrump for all you are doing,positive
4411,Donald trump Nice ass qwdWVfjDp president trump presidenttrump whitehouse fakenews trumptower savehumanity,positive
4412,I Made My PromiseKeep My Promise,neutral
4413,Looks likeneeds to send in the Feds to clean up Berkeley Police Department the way Obama did dTZXEclBjI,positive
4414,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4415,Trump says Major Major Conflict Possible With North Korea As Diplomacy Falters NorthKorea PresidentTrump NTEB CZTDfp,neutral
4416,Get out the broom PresidentTrumpJudicial Watch Confirms Hillary Clinton Was Targeted By A Grand JuryTYFr,positive
4417,Thank you PresidentTrump for all you are doing,positive
4418,There is only ONE president of the United States of America and his name is DONALD J TRUMP MAGA PresidentTrump http,positive
4419,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4420,I Made My PromiseKeep My Promise,neutral
4421,Get out the broom PresidentTrumpJudicial Watch Confirms Hillary Clinton Was Targeted By A Grand JuryTYFrNnyloZ,positive
4422,PresidentTrump signed Executive Order on Improving Accountability and Whistleblower ProtectionVA TBYlZG,positive
4423,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4424,We Will FightAmericanWorkers Jobs,neutral
4425,Amen Stop undermining PresidentTrumpnancypelosimeltdownNancyPelosiTrumpTaxes YJuWTzay,negative
4426,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4427,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4428,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4429,PresidentTrump must exercise a DIFFERENTapproach itsNOT possible toINSIST in PROVOCATIVE attitudesNOT hwdqhKM,negative
4430,DonnyVlad boiled or fried WRGNgTUqBL Trump trumpster Putin DonaldTrump scandal PresidentTrump,negative
4431,I Made My PromiseKeep My Promise,neutral
4432,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4433,I Made My PromiseKeep My Promise,neutral
4434,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4435,I Made My PromiseKeep My Promise,neutral
4436,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4437,God is with PresidentTrump and his entire administration All the hatefulugly things sai UVvxeOWr,neutral
4438,We Will FightAmericanWorkers Jobs,neutral
4439,Exactly PresidentTrump supporters know this ishow he operates and this is why were with him all the wayCOAmcdJZji,neutral
4440,I Made My PromiseKeep My Promise,neutral
4441,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4442,I Made My PromiseKeep My Promise,neutral
4443,I Made My PromiseKeep My Promise,neutral
4444,I Made My PromiseKeep My Promise,neutral
4445,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4446,We Will FightAmericanWorkers Jobs,neutral
4447,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4448,Looking Great So happy knowingis in White House MAGA QQrAmVUM,positive
4449,I Made My PromiseKeep My Promise,neutral
4450,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4451,We Will FightAmericanWorkers Jobs,neutral
4452,We Will FightAmericanWorkers Jobs,neutral
4453,I Made My PromiseKeep My Promise,neutral
4454,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4455,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4456,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4457,I Made My PromiseKeep My Promise,neutral
4458,PresidentTrumpWe Support You BUTWho Hired This JebBush Staffer NeverTrumper,positive
4459,We Will FightAmericanWorkers Jobs,neutral
4460,I Made My PromiseKeep My Promise,neutral
4461,PresidentTrumpWe Support You BUTWho Hired This JebBush Staffer NeverTrumper,positive
4462,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4463,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4464,We Will FightAmericanWorkers Jobs,neutral
4465,I Made My PromiseKeep My Promise,neutral
4466,You would never get me to believe it was not Politically motivated it was againsthotel Duh hBqdbuvdJe,neutral
4467,I Made My PromiseKeep My Promise,neutral
4468,I Made My PromiseKeep My Promise,neutral
4469,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4470,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4471,I Made My PromiseKeep My Promise,neutral
4472,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4473,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4474,I Made My PromiseKeep My Promise,neutral
4475,PresidentTrumpgoverment cantinsist in a DEMONSTRATION of FORCE in North Korea ENDANGERING the Korea WykMvepwgZ,neutral
4476,We Will FightAmericanWorkers Jobs,neutral
4477,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4478,I Made My PromiseKeep My Promise,neutral
4479,I Made My PromiseKeep My Promise,neutral
4480,Donald Trumps FirstDays YxtbQRzq tcot ccot days PresidentTrump Libtards MSM FakeNews Success Economy Taxes,positive
4481,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4482,I Made My PromiseKeep My Promise,neutral
4483,I Made My PromiseKeep My Promise,neutral
4484,I Made My PromiseKeep My Promise,neutral
4485,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4486,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4487,USA is now under new management PresidentTrumpteam MAGA ySOpTs,neutral
4488,I Made My PromiseKeep My Promise,neutral
4489,I Made My PromiseKeep My Promise,neutral
4490,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4491,HumanNature Probably an atheistLib God guided PresidentTrump to victory God did judgespeak uEwTaqPF,positive
4492,Did you know thatof the mainstream medias coverage of PresidentTrump has been negative Heres whathas t,negative
4493,Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump XpJtYgsHm,positive
4494,We Will FightAmericanWorkers Jobs,neutral
4495,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4496,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4497,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4498,I Made My PromiseKeep My Promise,neutral
4499,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4500,Couldve fooled me with all the screaming about Death to PresidentTrump AmZopdqJy,negative
4501,PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction,negative
4502,So youre a Hater ButHeyOnTheBrightSide,negative
4503,I Made My PromiseKeep My Promise,neutral
4504,We Will FightAmericanWorkers Jobs,neutral
4505,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4506,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4507,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4508,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4509,needs to go He will destroy PresidentTrumps agenda ThOtMJfKT,negative
4510,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
4511,I Made My PromiseKeep My Promise,neutral
4512,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4513,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4514,needs to go He will destroy PresidentTrumps agenda ThOtMJfKT,negative
4515,I Made My PromiseKeep My Promise,neutral
4516,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4517,We Will FightAmericanWorkers Jobs,neutral
4518,I Made My PromiseKeep My Promise,neutral
4519,needs to go He will destroy PresidentTrumps agenda ThOtMJfKT,negative
4520,We Will FightAmericanWorkers Jobs,neutral
4521,I Made My PromiseKeep My Promise,neutral
4522,Dear God,positive
4523,I Made My PromiseKeep My Promise,neutral
4524,DonnyVlad A word from my sponsor WRGNgTUqBL Trump Putin DonaldTrump scandal PresidentTrump,neutral
4525,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4526,I Made My PromiseKeep My Promise,neutral
4527,We Will FightAmericanWorkers Jobs,neutral
4528,Sen Chuck Schumer is against PresidentTrumps middle class tax cuts for hard working Americans I wonder whyRe,neutral
4529,I Made My PromiseKeep My Promise,neutral
4530,We Will FightAmericanWorkers Jobs,neutral
4531,PresidentTrump signed Executive Order on Improving Accountability and Whistleblower ProtectionVA TBYlZG,positive
4532,I Made My PromiseKeep My Promise,neutral
4533,RT if you are happy withFirstDays MAGA PresidentTrump,positive
4534,Whos the most influential Political Commentator onMAGA PresidentTrump LDT,positive
4535,We Will FightAmericanWorkers Jobs,neutral
4536,PresidentTrump signed Executive Order on Improving Accountability and Whistleblower ProtectionVA TBYlZGIRKq,positive
4537,When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp,positive
4538,I Made My PromiseKeep My Promise,neutral
4539,Did you know thatof the mainstream medias coverage of PresidentTrump has been negative Heres whathas t,negative
4540,I Made My PromiseKeep My Promise,neutral
4541,Why are Dems just now worrying about the Deficitnow that PresidentTrumpreleased his TaxPlanOBAMA,negative
